tiempo,theta(rad),theta(deg)
1.7000000000,-0.1011388793,-5.7948309296
1.7333333333,-0.0729499720,-4.1797255086
1.7666666667,-0.0526643579,-3.0174454411
1.8000000000,-0.0108200311,-0.6199421178
1.8333333333,-0.0107898510,-0.6182129211
1.8666666667,0.0145005823,0.8308221687
1.9000000000,0.0614807491,3.5225874453
1.9333333333,0.0835437514,4.7867043611
1.9666666667,0.0860698194,4.9314373968
2.0000000000,0.1210448091,6.9353566930
2.0333333333,0.1526922353,8.7486206488
2.0666666667,0.1663505472,9.5311842738
2.1000000000,0.1669882915,9.5677243332
2.1333333333,0.1811076575,10.3767044105
2.1666666667,0.1711779643,9.8077749016
2.2000000000,0.1585757203,9.0857195043
2.2333333333,0.1347558082,7.7209390745
2.2666666667,0.1115317945,6.3903011088
2.3000000000,0.0688156272,3.9428450032
2.3333333333,0.0434434908,2.4891286681
2.3666666667,0.0391782396,2.2447477784
2.4000000000,0.0000768029,0.0044004848
2.4333333333,-0.0140817565,-0.8068252144
2.4666666667,-0.0429239903,-2.4593634869
2.5000000000,-0.0745661054,-4.2723231329
2.5333333333,-0.1067285953,-6.1150980631
2.5666666667,-0.1193347622,-6.8373782249
2.6000000000,-0.1427109351,-8.1767342734
2.6333333333,-0.1365879091,-7.8259107260
2.6666666667,-0.1425837272,-8.1694457959
2.7000000000,-0.1247502970,-7.1476655120
2.7333333333,-0.1257104016,-7.2026754542
2.7666666667,-0.1139541296,-6.5290906850
2.8000000000,-0.0953077363,-5.4607310455
2.8333333333,-0.0757109368,-4.3379171421
2.8666666667,-0.0561121566,-3.2149897510
2.9000000000,-0.0181109529,-1.0376811659
2.9333333333,0.0180860880,1.0362565108
2.9666666667,0.0219357302,1.2568247634
3.0000000000,0.0632484456,3.6238689919
3.0333333333,0.0867828997,4.9722938880
3.0666666667,0.1084471572,6.2135644077
3.1000000000,0.1252229130,7.1747444151
3.1333333333,0.1301763413,7.4585549502
3.1666666667,0.1428577086,8.1851437737
3.2000000000,0.1496913152,8.5766805933
3.2333333333,0.1512471174,8.6658214902
3.2666666667,0.1601202054,9.1742119823
3.3000000000,0.1488183894,8.5266656264
3.3333333333,0.1165441030,6.6774852316
3.3666666667,0.1089726153,6.2436709417
3.4000000000,0.0713011349,4.0852541022
3.4333333333,0.0394061135,2.2578039887
3.4666666667,-0.0286483245,-1.6414280833
3.5000000000,-0.0432283194,-2.4768002555
3.5333333333,-0.0311130961,-1.7826490926
3.5666666667,-0.0820309802,-4.7000289529
3.6000000000,-0.1177987847,-6.7493731938
3.6333333333,-0.1261410717,-7.2273510306
3.6666666667,-0.1407544928,-8.0646383857
3.7000000000,-0.1393705494,-7.9853442697
3.7333333333,-0.1407651859,-8.0652510562
3.7666666667,-0.1311116485,-7.5121441031
3.8000000000,-0.1020053976,-5.8444787727
3.8333333333,-0.0900792209,-5.1611591800
3.8666666667,-0.0778227910,-4.4589174743
3.9000000000,-0.0493214579,-2.8259113761
3.9333333333,-0.0237752899,-1.3622237661
3.9666666667,-0.0357388530,-2.0476854412
4.0000000000,0.0239113666,1.3700203894
4.0333333333,0.0244139230,1.3988147471
4.0666666667,0.0698448489,4.0018150629
4.1000000000,0.0908689348,5.2064064516
4.1333333333,0.1044781991,5.9861598579
4.1666666667,0.1379615888,7.9046167722
4.2000000000,0.1502691292,8.6097868923
4.2333333333,0.1444113646,8.2741617069
4.2666666667,0.1511895078,8.6625207053
4.3000000000,0.1433163371,8.2114212524
4.3333333333,0.1424850383,8.1637913376
4.3666666667,0.1257798172,7.2066526721
4.4000000000,0.1038570312,5.9505695581
4.4333333333,0.0790684930,4.5302909389
4.4666666667,0.0823211659,4.7166553707
4.5000000000,0.0351760280,2.0154379471
4.5333333333,-0.0486532335,-2.7876249418
4.5666666667,-0.0173593672,-0.9946184736
4.6000000000,-0.0378370521,-2.1679033930
4.6333333333,-0.0376646767,-2.1580270125
4.6666666667,-0.0930179006,-5.3295331253
4.7000000000,-0.0843354666,-4.8320662997
4.7333333333,-0.1184087337,-6.7843206981
4.7666666667,-0.1089544918,-6.2426325410
4.8000000000,-0.1195097636,-6.8474050644
4.8333333333,-0.1358113476,-7.7814170251
4.8666666667,-0.1170418616,-6.7060046986
4.9000000000,-0.1053825274,-6.0379740550
4.9333333333,-0.1067661902,-6.1172520947
4.9666666667,-0.0694636583,-3.9799744496
5.0000000000,-0.0443128666,-2.5389402324
5.0333333333,-0.0239857888,-1.3742844684
5.0666666667,-0.0174103733,-0.9975409088
5.1000000000,0.0277064240,1.5874611579
5.1333333333,0.0485209836,2.7800475753
5.1666666667,0.0722231385,4.1380810201
5.2000000000,0.0935575218,5.3604511420
5.2333333333,0.1044902760,5.9868518165
5.2666666667,0.1319821961,7.5620228095
5.3000000000,0.1459801217,8.3640448648
5.3333333333,0.1427992029,8.1817916446
5.3666666667,0.1392099210,7.9761409372
5.4000000000,0.1323275592,7.5818106541
5.4333333333,0.1192595437,6.8330685218
5.4666666667,0.0911551056,5.2228028334
5.5000000000,0.0799902250,4.5831022949
5.5333333333,0.0635756784,3.6426180531
5.5666666667,0.0243037000,1.3924994355
5.6000000000,-0.0213490691,-1.2232115539
5.6333333333,-0.0487418513,-2.7927023657
5.6666666667,-0.0774953496,-4.4401564649
5.7000000000,-0.1022595713,-5.8590418477
5.7333333333,-0.1327737498,-7.6073754934
5.7666666667,-0.1289799894,-7.3900090325
5.8000000000,-0.1545781793,-8.8566772783
5.8333333333,-0.1493704273,-8.5582950707
5.8666666667,-0.1771543065,-10.1501940832
5.9000000000,-0.1745120671,-9.9988049170
5.9333333333,-0.1740579340,-9.9727850085
5.9666666667,-0.1625719020,-9.3146838523
6.0000000000,-0.1656523188,-9.4911787326
6.0333333333,-0.1346853946,-7.7169046707
6.0666666667,-0.1150873432,-6.5940190411
6.1000000000,-0.0911101731,-5.2202283914
6.1333333333,-0.0416985607,-2.3891515420
6.1666666667,0.0069150889,0.3962054064
6.2000000000,0.0173827060,0.9959556888
6.2333333333,0.0562625684,3.2236077127
6.2666666667,0.0427979982,2.4521446671
6.3000000000,0.0947034804,5.4261097340
6.3333333333,0.0925884865,5.3049295099
6.3666666667,0.1244677581,7.1314772264
6.4000000000,0.1161726522,6.6562026657
6.4333333333,0.1286702411,7.3722617638
6.4666666667,0.1192776739,6.8341073044
6.5000000000,0.1159434165,6.6430684250
6.5333333333,0.1084227935,6.2121684734
6.5666666667,0.0910531655,5.2169620919
6.6000000000,0.0736000449,4.2169719464
6.6333333333,0.0390519730,2.2375132334
6.6666666667,0.0140346846,0.8041281922
6.7000000000,-0.0353409433,-2.0248868973
6.7333333333,-0.0713246916,-4.0866038017
6.7666666667,-0.0861842332,-4.9379928257
6.8000000000,-0.1027855754,-5.8891796638
6.8333333333,-0.1127345033,-6.4592112429
6.8666666667,-0.1551191137,-8.8876705389
6.9000000000,-0.1648830042,-9.4471002547
6.9333333333,-0.1655026433,-9.4826029609
6.9666666667,-0.1730382916,-9.9143638035
7.0000000000,-0.1891990221,-10.8403054543
7.0333333333,-0.1639474720,-9.3934982082
7.0666666667,-0.1520474288,-8.7116759587
7.1000000000,-0.1436562444,-8.2308965044
7.1333333333,-0.1182535004,-6.7754264854
7.1666666667,-0.0840412480,-4.8152088159
7.2000000000,-0.0521804138,-2.9897174828
7.2333333333,-0.0412338625,-2.3625262967
7.2666666667,-0.0314734935,-1.8032983441
7.3000000000,0.0141338639,0.8098107470
7.3333333333,0.0246428978,1.4119340386
7.3666666667,0.0601691576,3.4474387866
7.4000000000,0.0954637294,5.4696687914
7.4333333333,0.1110187997,6.3609086670
7.4666666667,0.1089254630,6.2409693099
7.5000000000,0.1175266207,6.7337793458
7.5333333333,0.1120149125,6.4179817276
7.5666666667,0.1142130814,6.5439275278
7.6000000000,0.1037939372,5.9469545430
7.6333333333,0.0998927901,5.7234352746
7.6666666667,0.0820380208,4.7004323494
7.7000000000,0.0565213451,3.2384345261
7.7333333333,0.0251777930,1.4425812784
7.7666666667,-0.0357194378,-2.0465730320
7.8000000000,-0.0355011713,-2.0340672817
7.8333333333,-0.0715374127,-4.0987918267
7.8666666667,-0.0989422209,-5.6689716721
7.9000000000,-0.1348549175,-7.7266176191
7.9333333333,-0.1357613679,-7.7785534039
7.9666666667,-0.1534856491,-8.7940799074
8.0000000000,-0.1661082641,-9.5173024736
8.0333333333,-0.1811796993,-10.3808321056
8.0666666667,-0.1804957605,-10.3416452945
8.1000000000,-0.1741612714,-9.9787058039
8.1333333333,-0.1602330725,-9.1806787946
8.1666666667,-0.1531908688,-8.7771902401
8.2000000000,-0.1291130350,-7.3976319879
8.2333333333,-0.1042899695,-5.9753750988
8.2666666667,-0.0985570993,-5.6469058295
8.3000000000,-0.0546173301,-3.1293425008
8.3333333333,-0.0295945914,-1.6956451813
8.3666666667,-0.0071680597,-0.4106995709
8.4000000000,0.0287221192,1.6456562109
8.4333333333,0.0462100735,2.6476421817
8.4666666667,0.0833662951,4.7765368629
8.5000000000,0.0894040985,5.1224775131
8.5333333333,0.0958354057,5.4909642759
8.5666666667,0.1099560897,6.3000198739
8.6000000000,0.0987598590,5.6585231052
8.6333333333,0.1029941943,5.9011326461
8.6666666667,0.0999124007,5.7245588826
8.7000000000,0.0890495826,5.1021652524
8.7333333333,0.0681029099,3.9020093122
8.7666666667,0.0607106695,3.4784651345
8.8000000000,0.0249725627,1.4308224452
8.8333333333,0.0251686771,1.4420589734
8.8666666667,-0.0469153134,-2.6880494525
8.9000000000,-0.0570237708,-3.2672213995
8.9333333333,-0.0642308811,-3.6801584032
8.9666666667,-0.0898213959,-5.1463868967
9.0000000000,-0.1200384084,-6.8776941780
9.0333333333,-0.1203839712,-6.8974934681
9.0666666667,-0.1444377977,-8.2756762099
9.1000000000,-0.1656893663,-9.4933014002
9.1333333333,-0.1615035212,-9.2534701414
9.1666666667,-0.1632602319,-9.3541222504
9.2000000000,-0.1512249989,-8.6645541928
9.2333333333,-0.1438212224,-8.2403490497
9.2666666667,-0.1264823661,-7.2469057596
9.3000000000,-0.0977286947,-5.5994417459
9.3333333333,-0.0902166628,-5.1690340227
9.3666666667,-0.0720618948,-4.1288424383
9.4000000000,-0.0246089180,-1.4099871398
9.4333333333,-0.0143835885,-0.8241189180
9.4666666667,0.0072968079,0.4180762973
9.5000000000,0.0433134677,2.4816788952
9.5333333333,0.0425974191,2.4406523309
9.5666666667,0.0733973259,4.2053570017
9.6000000000,0.0853007706,4.8873741472
9.6333333333,0.0992428558,5.6861967833
9.6666666667,0.0919800275,5.2700673730
9.7000000000,0.0990091127,5.6728042904
9.7333333333,0.1048741825,6.0088480394
9.7666666667,0.0825435211,4.7293953868
9.8000000000,0.0809520716,4.6382120479
9.8333333333,0.0540911175,3.0991927435
9.8666666667,0.0433266841,2.4824361395
9.9000000000,0.0215816169,1.2365355622
9.9333333333,-0.0220576310,-1.2638091649
9.9666666667,-0.0505143204,-2.8942573634
10.0000000000,-0.0649438720,-3.7210097727
10.0333333333,-0.0842697230,-4.8282994703
10.0666666667,-0.0999845475,-5.7286925900
10.1000000000,-0.1119014587,-6.4114813069
10.1333333333,-0.1288685417,-7.3836235510
10.1666666667,-0.1097040283,-6.2855778152
10.2000000000,-0.1238390494,-7.0954548713
10.2333333333,-0.1197299161,-6.8600188764
10.2666666667,-0.1130473173,-6.4771341655
10.3000000000,-0.1089915056,-6.2447532741
10.3333333333,-0.0902957121,-5.1735632140
10.3666666667,-0.0830958134,-4.7610394043
10.4000000000,-0.0541638380,-3.1033593217
10.4333333333,-0.0429987954,-2.4636495016
10.4666666667,-0.0216527494,-1.2406111562
10.5000000000,-0.0108691372,-0.6227556872
10.5333333333,0.0353315721,2.0243499649
10.5666666667,0.0503849381,2.8868443028
10.6000000000,0.0714307962,4.0926831470
10.6333333333,0.0957160890,5.4841279289
10.6666666667,0.1139865937,6.5309507385
10.7000000000,0.1174495484,6.7293634294
10.7333333333,0.1280259212,7.3353449546
10.7666666667,0.1323860639,7.5851627305
10.8000000000,0.1138792067,6.5247979190
10.8333333333,0.1162505350,6.6606650221
10.8666666667,0.1057110475,6.0567968672
10.9000000000,0.0914474510,5.2395529875
10.9333333333,0.0804196672,4.6077075202
10.9666666667,0.0561811579,3.2189432350
11.0000000000,0.0353678363,2.0264277512
11.0333333333,0.0000000000,0.0000000000
11.0666666667,-0.0248082437,-1.4214076602
11.1000000000,-0.0212434762,-1.2171615261
11.1333333333,-0.0563090968,-3.2262735948
11.1666666667,-0.0704698847,-4.0376269737
11.2000000000,-0.0884424817,-5.0673809283
11.2333333333,-0.0999814702,-5.7285162712
11.2666666667,-0.1123386454,-6.4365302598
11.3000000000,-0.1167440326,-6.6889403492
11.3333333333,-0.1197847063,-6.8631581206
11.3666666667,-0.0980276072,-5.6165681696
11.4000000000,-0.0941806098,-5.3961514545
11.4333333333,-0.0764412132,-4.3797588987
11.4666666667,-0.0698915257,-4.0044894444
11.5000000000,-0.0554825603,-3.1789165435
11.5333333333,-0.0312059948,-1.7879717960
11.5666666667,0.0000000000,0.0000000000
11.6000000000,0.0278818984,1.5975151043
11.6333333333,0.0486446581,2.7871336068
11.6666666667,0.0664487893,3.8072351806
11.7000000000,0.0833216884,4.7739810896
11.7333333333,0.0973659624,5.5786587150
11.7666666667,0.1067238200,6.1148244604
11.8000000000,0.1076334483,6.1669423192
11.8333333333,0.1216321178,6.9690070023
11.8666666667,0.1115423395,6.3909052923
11.9000000000,0.1084943241,6.2162668698
11.9333333333,0.1117304392,6.4016826069
11.9666666667,0.0973142465,5.5756956111
12.0000000000,0.0838580272,4.8047110375
12.0333333333,0.0628279992,3.5997791891
12.0666666667,0.0422467129,2.4205583493
12.1000000000,0.0211010045,1.2089985008
12.1333333333,0.0106730764,0.6115222303
12.1666666667,-0.0248869780,-1.4259188042
12.2000000000,-0.0456296117,-2.6143841699
12.2333333333,-0.0667980067,-3.8272438623
12.2666666667,-0.0849277873,-4.8660037757
12.3000000000,-0.0851328457,-4.8777527564
12.3333333333,-0.0988084013,-5.6613043744
12.3666666667,-0.1039277796,-5.9546231460
12.4000000000,-0.1203776464,-6.8971310888
12.4333333333,-0.1066236711,-6.1090863529
12.4666666667,-0.0957583839,-5.4865512488
12.5000000000,-0.0810769077,-4.6453646286
12.5333333333,-0.0739653226,-4.2379008139
12.5666666667,-0.0529315525,-3.0327545636
12.6000000000,-0.0281939948,-1.6153969109
12.6333333333,-0.0175959630,-1.0081744150
12.6666666667,0.0070013009,0.4011449935
12.7000000000,0.0315762263,1.8091845013
12.7333333333,0.0459247398,2.6312937685
12.7666666667,0.0602587264,3.4525707008
12.8000000000,0.0738440003,4.2309495620
12.8333333333,0.1008348440,5.7774109881
12.8666666667,0.1095667151,6.2777103487
12.9000000000,0.1096043020,6.2798639206
12.9333333333,0.1090234466,6.2465833566
12.9666666667,0.1092568644,6.2599572105
13.0000000000,0.0992860533,5.6886718197
13.0333333333,0.0884222907,5.0662240713
13.0666666667,0.0778955122,4.4630840946
13.1000000000,0.0494500105,2.8332768999
13.1333333333,0.0390999594,2.2402626512
13.1666666667,0.0249861879,1.4316031113
13.2000000000,0.0035836616,0.2053286842
13.2333333333,-0.0247163664,-1.4161434782
13.2666666667,-0.0495093984,-2.8366795774
13.3000000000,-0.0605335575,-3.4683173631
13.3333333333,-0.0711943375,-4.0791350637
13.3666666667,-0.0847480091,-4.8557032434
13.4000000000,-0.0991736222,-5.6822299889
13.4333333333,-0.1056902968,-6.0556079400
13.4666666667,-0.1066030651,-6.1079057119
13.5000000000,-0.1031083403,-5.9076727338
13.5333333333,-0.0960193805,-5.5015052564
13.5666666667,-0.0886300547,-5.0781280725
13.6000000000,-0.0824311460,-4.7229567666
13.6333333333,-0.0674463937,-3.8643937035
13.6666666667,-0.0493558371,-2.8278811582
13.7000000000,-0.0248038805,-1.4211576659
13.7333333333,-0.0209656944,-1.2012458017
13.7666666667,0.0140085059,0.8026282630
13.8000000000,0.0352058852,2.0171486358
13.8333333333,0.0491129326,2.8139637580
13.8666666667,0.0595372610,3.4112337796
13.9000000000,0.0627634507,3.5960808309
13.9333333333,0.0881608251,5.0512431943
13.9666666667,0.1013283576,5.8056872340
14.0000000000,0.1016140969,5.8220588926
14.0333333333,0.1020077920,5.8446159587
14.0666666667,0.0984680311,5.6418025994
14.1000000000,0.0904910383,5.1847545779
14.1333333333,0.0803564408,4.6040849124
14.1666666667,0.0805415024,4.6146881630
14.2000000000,0.0699007402,4.0050173998
14.2333333333,0.0209163298,1.1984174204
14.2666666667,-0.0000121828,-0.0006980225
14.3000000000,-0.0380484701,-2.1800167542
14.3333333333,-0.0448644717,-2.5705448804
14.3666666667,-0.0483755727,-2.7717161482
14.4000000000,-0.0521692492,-2.9890778002
14.4333333333,-0.0790435952,-4.5288644052
14.4666666667,-0.0893838351,-5.1213165108
14.5000000000,-0.0969123823,-5.5526704902
14.5333333333,-0.0959252227,-5.4961104121
14.5666666667,-0.1063638967,-6.0942023750
14.6000000000,-0.0955024338,-5.4718863899
14.6333333333,-0.0918297855,-5.2614591401
14.6666666667,-0.0925261399,-5.3013573123
14.7000000000,-0.0676534700,-3.8762582986
14.7333333333,-0.0575612886,-3.2980189010
14.7666666667,-0.0270858676,-1.5519058963
14.8000000000,-0.0238390307,-1.3658758455
14.8333333333,0.0000000000,0.0000000000
14.8666666667,0.0269347038,1.5432448475
14.9000000000,0.0504086912,2.8882052572
14.9333333333,0.0637151365,3.6506084116
14.9666666667,0.0698946025,4.0046657356
15.0000000000,0.0870747699,4.9890168166
15.0333333333,0.0928984329,5.3226881275
15.0666666667,0.0928984329,5.3226881275
15.1000000000,0.0928659467,5.3208268063
15.1333333333,0.0935178498,5.3581781047
15.1666666667,0.0931743400,5.3384964430
15.2000000000,0.0732347317,4.1960410390
15.2333333333,0.0566500960,3.2458114113
15.2666666667,0.0267096717,1.5303514619
15.3000000000,0.0099330125,0.5691196934
15.3333333333,0.0000000000,0.0000000000
15.3666666667,-0.0236974152,-1.3577618744
15.4000000000,-0.0331990335,-1.9021645031
15.4333333333,-0.0567253953,-3.2501257391
15.4666666667,-0.0663115011,-3.7993691476
15.5000000000,-0.0696220213,-3.9890479844
15.5333333333,-0.0864860729,-4.9552869627
15.5666666667,-0.0928544704,-5.3201692608
15.6000000000,-0.0940340674,-5.3877551901
15.6333333333,-0.0900078130,-5.1570678056
15.6666666667,-0.0896286115,-5.1353411628
15.7000000000,-0.0802330189,-4.5970133603
15.7333333333,-0.0629755069,-3.6082307569
15.7666666667,-0.0462636671,-2.6507128704
15.8000000000,-0.0168702644,-0.9665949485
15.8333333333,-0.0068081460,-0.3900780324
15.8666666667,0.0167701521,0.9608589392
15.9000000000,0.0233322100,1.3368371586
15.9333333333,0.0333269163,1.9094916469
15.9666666667,0.0504342680,2.8896706993
16.0000000000,0.0535961861,3.0708352602
16.0333333333,0.0742945093,4.2567618232
16.0666666667,0.0807512458,4.6267055719
16.1000000000,0.0944371702,5.4108512817
16.1333333333,0.0944758310,5.4130663811
16.1666666667,0.0910782032,5.2183966512
16.2000000000,0.0809777155,4.6396813348
16.2333333333,0.0884801122,5.0695370014
16.2666666667,0.0641582083,3.6759945558
16.3000000000,0.0572723211,3.2814622806
16.3333333333,0.0337237122,1.9322263787
16.3666666667,0.0201992726,1.1573330681
16.4000000000,0.0167810689,0.9614844240
